0,-0.00309,0
0.001,-0.015579,0
0.002,-0.0086727,0
0.003,-0.02663,0
0.004,0.0044886,0
0.005,0.010037,0
0.006,0.023153,0
0.007,-0.017005,0
0.008,-0.031571,0
0.009,0.0097267,0
0.01,0.023247,0
0.011,-0.0068124,0
0.012,0.028709,0
0.013,-0.01574,0
0.014,-0.014516,0
0.015,0.011944,0
0.016,-0.0012651,0
0.017,0.020768,0
0.018,0.029033,0
0.019,-0.030427,0
0.02,-0.020353,0
0.021,-0.016302,0
0.022,-0.0056274,0
0.023,-0.00082587,0
0.024,0.012024,0
0.025,-0.0094461,0
0.026,-0.01935,0
0.027,-0.0090288,0
0.028,0.028786,0
0.029,0.0069882,0
0.03,-0.0077593,0
0.031,0.029222,0
0.032,0.031677,0
0.033,0.030932,0
0.034,-0.016136,0
0.035,-0.008428,0
0.036,0.0016182,0
0.037,-0.014345,0
0.038,-0.013855,0
0.039,0.0042352,0
0.04,-0.02142,0
0.041,0.021142,0
0.042,-0.016966,0
0.043,-0.0175,0
0.044,-0.015094,0
0.045,0.021669,0
0.046,0.020219,0
0.047,0.016562,0
0.048,0.025533,0
0.049,0.028195,0
0.05,0.025256,0
0.051,-0.0095517,0
0.052,-0.00088106,0
0.053,-0.012174,0
0.054,-0.021348,0
0.055,-0.027725,0
0.056,-0.016625,0
0.057,0.0091095,0
0.058,-0.0079998,0
0.059,0.022372,0
0.06,0.026096,0
0.061,0.020992,0
0.062,0.013214,0
0.063,0.023906,0
0.064,0.0028391,0
0.065,0.018087,0
0.066,0.0055345,0
0.067,0.030049,0
0.068,0.018235,0
0.069,0.018444,0
0.07,-0.014155,0
0.071,-0.0039353,0
0.072,0.027078,0
0.073,-0.011501,0
0.074,-0.0036922,0
0.075,-0.0013649,0
0.076,0.015682,0
0.077,-0.032329,0
0.078,-0.028624,0
0.079,0.013177,0
0.08,-0.010759,0
0.081,0.032643,0
0.082,-0.028786,0
0.083,0.020322,0
0.084,0.0091237,0
0.085,0.030022,0
0.086,-0.017069,0
0.087,-0.021259,0
0.088,-0.014225,0
0.089,0.021307,0
0.09,-0.016493,0
0.091,0.0054115,0
0.092,0.019076,0
0.093,0.0068471,0
0.094,0.03294,0
0.095,-0.0068814,0
0.096,-0.014064,0
0.097,-0.013448,0
0.098,0.0042531,0
0.099,-0.026067,0
0.1,-0.016153,0
0.101,-0.011421,0
0.102,-0.012682,0
0.103,-0.01686,0
0.104,-0.024836,0
0.105,-0.030995,0
0.106,0.0079764,0
0.107,0.01598,0
0.108,-0.025698,0
0.109,0.010997,0
0.11,-0.028764,0
0.111,0.023032,0
0.112,-0.022649,0
0.113,0.017347,0
0.114,-0.016479,0
0.115,-0.010767,0
0.116,0.024869,0
0.117,0.017232,0
0.118,-0.029239,0
0.119,0.021103,0
0.12,0.0057429,0
0.121,-0.012674,0
0.122,-0.025399,0
0.123,0.014123,0
0.124,-0.013291,0
0.125,-0.010051,0
0.126,-0.01778,0
0.127,0.013233,0
0.128,0.013835,0
0.129,0.0061006,0
0.13,0.02944,0
0.131,-0.02283,0
0.132,0.016185,0
0.133,-0.026436,0
0.134,0.020642,0
0.135,0.006841,0
0.136,0.0093629,0
0.137,-0.02653,0
0.138,0.023284,0
0.139,-0.0088454,0
0.14,0.0038168,0
0.141,0.017991,0
0.142,-0.0032038,0
0.143,-0.023479,0
0.144,-0.01515,0
0.145,-0.023109,0
0.146,0.020434,0
0.147,0.0033396,0
0.148,-0.011114,0
0.149,-0.028637,0
0.15,-0.030125,0
0.151,-0.003542,0
0.152,-0.028151,0
0.153,0.018127,0
0.154,-0.016929,0
0.155,-0.021254,0
0.156,0.002563,0
0.157,0.025643,0
0.158,0.016941,0
