0,0.0009953
0.001,0.00099204
0.002,0.0009939
0.003,0.00099213
0.004,0.0010004
0.005,0.0009998
0.006,0.0009928
0.007,0.001007
0.008,0.0010054
0.009,0.0010049
0.01,0.00099869
0.011,0.00098534
0.012,0.00099373
0.013,0.00099305
0.014,0.00098544
0.015,0.00099578
0.016,0.00098516
0.017,0.00098653
0.018,0.00098916
0.019,0.00097738
0.02,0.00098421
0.021,0.00098722
0.022,0.00097957
0.023,0.00098375
0.024,0.00096673
0.025,0.00097318
0.026,0.00096167
0.027,0.00095788
0.028,0.00095509
0.029,0.00096631
0.03,0.00096614
0.031,0.00094664
0.032,0.00095206
0.033,0.00095249
0.034,0.00094415
0.035,0.00093689
0.036,0.00093619
0.037,0.00094058
0.038,0.00092998
0.039,0.00093755
0.04,0.00091725
0.041,0.00092304
0.042,0.0009138
0.043,0.00092119
0.044,0.000905
0.045,0.00091515
0.046,0.0009016
0.047,0.00090665
0.048,0.00090292
0.049,0.0008935
0.05,0.00089437
0.051,0.00087182
0.052,0.00087052
0.053,0.00087457
0.054,0.00086763
0.055,0.00085982
0.056,0.00086401
0.057,0.00085089
0.058,0.00084633
0.059,0.0008507
0.06,0.00084794
0.061,0.00083896
0.062,0.00082926
0.063,0.00083039
0.064,0.00081213
0.065,0.00081535
0.066,0.00080822
0.067,0.0008026
0.068,0.00079961
0.069,0.0007881
0.07,0.00078195
0.071,0.00079085
0.072,0.00076915
0.073,0.00076231
0.074,0.00076417
0.075,0.00076333
0.076,0.00074646
0.077,0.00074019
0.078,0.00073662
0.079,0.0007449
0.08,0.00073119
0.081,0.00072495
0.082,0.00072345
0.083,0.00071047
0.084,0.00071044
0.085,0.00069493
0.086,0.00068828
0.087,0.00067798
0.088,0.00067267
0.089,0.00067519
0.09,0.00066967
0.091,0.00065955
0.092,0.00065513
0.093,0.00064053
0.094,0.00063396
0.095,0.00063075
0.096,0.0006205
0.097,0.00061191
0.098,0.00060866
0.099,0.00060138
0.1,0.00060755
0.101,0.0005912
0.102,0.00057959
0.103,0.00057228
0.104,0.00057785
0.105,0.00056805
0.106,0.00056996
0.107,0.0005619
0.108,0.00055523
0.109,0.00053174
0.11,0.00053135
0.111,0.00053569
0.112,0.00052809
0.113,0.00050883
0.114,0.00050316
0.115,0.00049244
0.116,0.00049063
0.117,0.000477
0.118,0.0004799
0.119,0.00046907
0.12,0.00046877
0.121,0.00046366
0.122,0.00045946
0.123,0.00044748
0.124,0.00042548
0.125,0.00043279
0.126,0.00042744
0.127,0.00041289
0.128,0.00041577
0.129,0.00040525
0.13,0.00039448
0.131,0.0003874
0.132,0.0003767
0.133,0.00037554
0.134,0.0003596
0.135,0.00035407
0.136,0.00034664
0.137,0.00034148
0.138,0.00034065
0.139,0.00033781
0.14,0.00032455
0.141,0.00030926
0.142,0.00030928
0.143,0.00029083
0.144,0.00029778
0.145,0.00028287
0.146,0.00028626
0.147,0.000277
0.148,0.00025676
0.149,0.00024706
0.15,0.00024885
0.151,0.00024744
0.152,0.00022732
0.153,0.00022284
0.154,0.00022543
0.155,0.00021046
0.156,0.00021075
0.157,0.00020284
0.158,0.00019497
0.159,0.00018013
0.16,0.00017032
0.161,0.00017378
0.162,0.00016424
0.163,0.00016783
0.164,0.00015175
0.165,0.00013836
0.166,0.00014801
0.167,0.00013043
0.168,0.00013285
0.169,0.00012725
0.17,0.00011358
0.171,9.9009e-05
0.172,9.1029e-05
0.173,8.32e-05
0.174,8.8462e-05
0.175,8.3739e-05
0.176,7.9194e-05
0.177,5.8557e-05
0.178,6.1208e-05
0.179,4.7668e-05
0.18,4.4189e-05
0.181,2.8988e-05
0.182,3.6169e-05
0.183,1.7023e-05
0.184,2.7218e-05
0.185,6.9975e-06
0.186,-3.121e-06
0.187,5.1745e-06
0.188,1.6392e-06
0.189,-1.6986e-05
0.19,-2.2947e-05
